,id,common_name,binomial,category,order,family,colour1,colour2,colour3,min_length,max_length,min_weight,max_weight,voice,descriptions,diet,sources,vic,nsw,qld,act,nt,sa,tas,wa
109,245,White-bellied sea eagle,Haliaeetus leucogaster,"Hawks, kites and eagles",Accipitriformes,Accipitridae,grey,white,,78.0,85.0,2120.0,2900.0,,This  large eagle is resident in its range and forms permanent pair. Both mates are living  in their territory all year round. The hunting behaviour typical of these  raptors is very spectacular.,"The  White-bellied Sea-Eagle feeds primarily on fish, but it also takes mammals,  birds, turtles, reptiles, carrion and offal from water surface.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 2 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334156
A photographic guide to Birds of Vietnam,  Cambodia and Laos by  Peter Davidson. New Holland Publishers. ISBN: 9781847731418
A Field Guide to the Birds of South-East Asia by Craig Robson. New Holland  Publishers. ISBN: 9781780090498
Avibase (Lepage Denis) 
BirdLife International (BirdLife International) 
Birds in backyards (Birds Australia and Australian Museum)
Sungei Buloh Wetlands Reserve (Michael Mastaller) 
Unique Australian Animals
Wikipedia, the free encyclopaedia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,247,Brahminy kite,Haliastur indus,"Hawks, kites and eagles",Accipitriformes,Accipitridae,brown,white,,45.0,51.0,320.0,670.0,http://www.xeno-canto.org/species/Haliastur-indus,"Brahminy Kite has bright chestnut plumage except on  head, neck and breast which are white, slightly streaked greyish-white. The  broad wings are chestnut with blackish tips. The tail is rather short, tipped  buffy-white. In flight, it appears rounded. 
    On the underparts, chin, throat, breast and upper  belly are white, with fine pale grey streaks. Lower belly, vent and undertail  coverts are chestnut. Undertail feathers are chestnut, edged buffy-white. On  the underwing, coverts are chestnut whereas flights feathers are buff-white.  Wings are tipped black on primaries. 
    The slender, very hooked bill is pale yellow to  horn-coloured. Eyes are dark brown. Legs and talons are pale yellow.","Brahminy Kite feeds on wide variety of small preys and  carrion. It hunts for mammals, birds, reptiles, aquatic animals taken with the  talons, crustaceans, amphibians, fish… It hawks flying insects and performs  piracy from fishing birds. 
    They gather around large carcasses where they  squeal.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 2 by Josep  del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334156
TROPICAL  BIRDS OF SOUTHEAST ASIA by Morten Strange - Tuttle  Publishing - ISBN: 9625931678
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
The Hawk Conservancy Trust (Hilary Smith) 
Sungei Buloh Wetlands Reserve (Michael Mastaller) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,,1.0,1.0,,1.0
111,254,Swamp harrier,Circus approximans,"Hawks, kites and eagles",Accipitriformes,Accipitridae,brown,,,50.0,60.0,580.0,1100.0,,"asian Harrier 
Circus approximans
Accipitriformes Order – Accipitridae family
INTRODUCTION:
    The Swamp  Harrier is a typical “circus” species, formerly considered a race of the Western Marsh Harrier (Circus  aeruginosus). They are very similar in behaviour, and may appear fairly similar  in plumage in spite of different colours and pattern. 
    This raptor is often seen on exposed perch  on the roadside. It feeds both on carrion and live preys, and it is known for  its spectacular “sky-dancing displays”. This species is commonly seen gliding  above its habitat throughout New Zealand, but it is native, not an endemic bird  species. 
DESCRIPTION OF THE BIRD:
Biometrics:
    Length:  50-60 cm
    Wingspan:  118-145 cm
    Weight:  M: 650 g – F: 850 g
The adult  male has mainly dark brown upperparts with conspicuous white rump, well visible  in flight. Wings and tail are dark brown with darker bars on flight feathers  and rectrices.
    On the  underparts, the breast is creamy-white with brown streaks. Rest of underparts,  including belly, vent and undertail-coverts are whitish. The underwing is creamy-white  too with streaked coverts and barred brown flight feathers with dark tips. 
On the  brown head, we can see conspicuous facial disks giving this bird an owl-like  face mask. 
    The strongly  hooked bill is black with yellow cere. The eyes are yellow with pale yellow  eyering. Legs and feet are pale yellow.",,"HANDBOOK  OF THE BIRDS OF THE WORLD Vol 2 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal  - Lynx Edicions -  ISBN: 8487334156
KNOW  YOUR NEW ZEALAND BIRDS by Lynnette Moon - New Holland Publishers – ISBN: 1869660897
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand bird status between 2008  and 2012 
Te Ara – The Encyclopedia of New  Zealand  
New Zealand birds and birding (Narena Olliver)  
Birds in backyards (Birds Australia  and Australian Museum) 
WINGSPAN – National  Bird of Prey Centre  
HBW Alive",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,257,Wedge-tailed eagle,Aquila audax,"Hawks, kites and eagles",Accipitriformes,Accipitridae,brown,,,90.0,110.0,3200.0,5700.0,,Wedge-tailed eagle is a very large raptor.,"Wedge-tailed eagle feeds mainly on carrion. The most  important living preys are rabbits and hares. They also consume lizards, birds  and mammals. They kill sometimes lambs and young goats, but it is a small  percentage of their preys.","L’ENCYCLOPEDIE MONDIALE DES  OISEAUX - Dr  Christopher M. Perrins -  BORDAS -  ISBN: 2040185607
LES AIGLES par Maurice Dupérat -  Artémis Editions - ISBN: 2844164536
Avibase (Lepage Denis) 
Wikipedia  (Wikipedia, The Free Encyclopedia)
Birds in backyards  (Birds Australia and Australian   Museum) 
Longevity records  
The Hawk Conservancy Trust  (Hilary Smith)  
Arthur Grosset's Birds  (Arthur Grosset)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,258,Little eagle,Hieraaetus morphnoides,"Hawks, kites and eagles",Accipitriformes,Accipitridae,brown,,,45.0,55.0,440.0,815.0,,"Little Eagle is a small eagle native to Australia. This  eagle can be found in both light and dark morph. 
    Little Eagle has varied plumage from pale to dark  brown. On the upperparts, we can see a pale, incomplete M, visible from some  distance. 
    Dark morph shows deep shades of brown on head and  upperparts, whereas birds in light phase show whitish areas on greater wing  coverts. 
    On the underparts, we can also see a pale M-shaped  band. Its long and broad wings show dark flight feathers and black fingers. 
    Throat and upper breast are whitish, streaked with  reddish-brown. Belly and vent are whitish, slightly washed with rufous.  
    Underparts can be darker in dark morph. Upper tail is  fairly pale brown with narrow darker bands. Undertail is paler, with the same  dark bands. 
    Head is pale reddish-brown. Forehead and face are dark  brown. On the crown, it has short crest. Base of upper mandible is whitish.  Hooked bill is dark grey-blue, with paler cere. Eyes are brown. Legs are very  well feathered. Talons are yellowish with black claws.   
    Both sexes are similar, with female larger than male.","Little Eagle feeds mainly on rabbits and other small  mammals, birds and insects.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 2 by Josep  del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334156
BIRDS OF  ASIA AND AUSTRALIA  by David  Alderton – Southwater - ISBN : 184215978X
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,261,Brown falcon,Falco berigora,Falcons,Falconiformes,Falconidae,brown,,,41.0,51.0,316.0,590.0,http://www.xeno-canto.org/species/Falco-berigora,"The Brown  Falcon or Brown Hawk has slightly different hunting behaviour regarding other  falcons. This species occurs in both light and dark forms, with some  intermediates.","The Brown  Falcon hunts from perch or by hovering and gliding over the ground. It feeds on  small mammals such as mice, rats and rabbits, reptiles such as lizards and  snakes, large insects such as caterpillars, grasshoppers, crickets and beetles,  fish, small birds and farm chicken, amphibians and carrion.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 2 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334156
Avibase (Lepage Denis) 
BirdLife International (BirdLife International) 
Birds in backyards (Birds Australia and Australian Museum)
ARKive (Christopher Parsons) 
THE AVIANWEB (Sibylle Faye) 
Wikipedia, the free encyclopaedia",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,265,Peregrine falcon,Falco peregrinus,Falcons,Falconiformes,Falconidae,blue-grey,,,37.0,50.0,550.0,1500.0,http://www.xeno-canto.org/species/Falco-peregrinus,"Peregrine Falcon adult male has dark bluish-grey  upperparts, with paler area on lower back to uppertail coverts. Tail is long,  with grey and white bars.","Peregrine Falcon feeds mainly on birds, such as doves,  pigeons, shorebirds, waterfowls, grouses and small songbirds. They also may eat  small reptiles and mammals, such as bats, rodents, squirrels and rats. Small  preys are eaten in flight.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 2 by Josep  del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334156
THE HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE WESTERN PALEARCTIC by Mark Beaman, Steve Madge -  C.Helm - ISBN: 0713639601
BIRDS OF  PREY OF AFRICA AND ITS ISLANDS by Alan and Meg Kemp - Struik Publishers - ISBN: 1770073698
GUIDE DES RAPACES  DIURNES – Europe, Afrique du Nord et Moyen-Orient de Benny Génsbol – Delachaux  et Niestlé – ISBN : 2603013270  
Avibase (Lepage Denis) 
Pájaros de España (JL Beamonte)
Animal Diversity Web (University of Michigan Museum  of Zoology) 
Birds in backyards (Birds Australia and Australian Museum)  
The  Peregrine Fund – World Centre for Birds of Prey",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,266,Sarus crane,Grus antigone,Cranes,Gruiformes,Gruidae,grey,red,,110.0,130.0,5000.0,6900.0,http://www.xeno-canto.org/species/Grus-antigone,"Sarus Crane is the tallest crane species and of all  flying birds, with a height of about 176 cm.","Sarus Crane is omnivorous, feeding on wide range of  food items such as aquatic plants including sedge tubers, rice, seeds and other  grains, snails, crustaceans, grasshoppers and other large insects, amphibians,  reptiles, fish and small vertebrates. 
    Sarus Crane forages in both wetlands and uplands.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
Avibase (Lepage Denis) 
BirdLife International (BirdLife International) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
ARKive (Christopher Parsons) 
International  Crane Foundation",,,1.0,,1.0,,,
117,267,Brolga,Grus rubicunda,Cranes,Gruiformes,Gruidae,grey,red,,100.0,125.0,3700.0,8700.0,,"The Brolga is a tall grey crane. 
    Adult has pale grey plumage overall, with wings and  tail slightly darker. 
    Head has grey forehead and crown. Nape, auricular  area, cheeks and chin are featherless and red. We can see small pale grey  ear-cover spot. It also has black dewlap under the chin. 
    Long, pointed, straight bill is horn-coloured. Eyes  are yellow, with greyish eye-ring. Legs and feet are dark grey to blackish. 
    Both sexes are similar in plumage, but female is  smaller than male.
    Juvenile is brownish-grey and darker than adults. Head  is pale buff, and lacks the red bare skin.","The Brolga feeds mainly on sedge tubers and crops, but  also invertebrates such as insects, molluscs and crustaceans, and small  vertebrates such as frogs, and occasionally mice.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Georgia Wildlife
International  Crane Foundation",1.0,1.0,1.0,1.0,1.0,,,1.0
118,272,Red-legged crake,Rallina fasciata,"Rails, crakes and coots",Gruiformes,Rallidae,grey,brown,red,23.0,25.0,55.0,115.0,,"The Red-legged Crake is a bright coloured bird, inhabitant of several  types of wetlands.","The Red-legged Crake feeds on aquatic invertebrates, earthworms and  other small aquatic preys.","HANDBOOK OF THE BIRDS OF THE WORLD Volume 3 by Josep   del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN :   8487334202
L’ENCYCLOPEDIE MONDIALE DES OISEAUX - Dr Christopher M. Perrins -  BORDAS - ISBN: 2040185607
Avibase (Lepage Denis) 
BirdLife   International (BirdLife   International) 
Wikipedia, the free   encyclopaedia
XENO-CANTO – Sharing Birds   sounds from around the world",,,,,,,,1.0
119,276,Corncrake,Crex crex,"Rails, crakes and coots",Gruiformes,Rallidae,brown,black,,27.0,30.0,130.0,210.0,http://www.xeno-canto.org/species/Crex-crex,"The Corncrake  was formerly more abundant than today, living in its preferred habitats, meadows  and grasslands with bushes and scattered trees.
    But today,  due to repeated cut of grass for agriculture expansion, the suitable habitats  favoured by this species are more reduced, making this bird rare and  threatened.","The Corncrake  feeds on earthworms and molluscs, Isopoda (crustaceans), Diplopoda (millipedes),  spiders and several insects’ species such as Coleoptera, Diptera, Orthoptera, Odonata  and Hymenoptera. It also takes small frogs, and occasionally small mammals and  birds, and seeds of grass and grain.","HANDBOOK OF THE BIRDS OF THE WORLD Vol 3 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN : 8487334202
BIRDS OF AFRICA SOUTH OF THE SAHARA by Ian Sinclair and Peter Ryan - Princeton University Press Princeton  and Oxford - ISBN: 0691118159
ROBERTS BIRDS OF SOUTH AFRICA by G. R. Mc Lachlan and R.  Liversidge – The Trustees of the John Voelcker Bird Book Fund – ISBN:  0620031182
BIRDS OF THE MIDDLE EAST by R.F. Porter, S. Christensen, P Schiermacker-Ansen C.Helm - ISBN:  0713670169
L’ENCYCLOPEDIE  MONDIALE DES OISEAUX - Dr Christopher M. Perrins -  BORDAS - ISBN: 2040185607
THE  COMPLETE BOOK OF BRITISH BIRDS – Written by “Royal Society for the Protection  of Birds” experts - Préface de Magnus Magnusson - Michael Cady- Rob Hume Editors - ISBN:  0749509112 
THE  HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE WESTERN PALEARCTIC by Mark  Beaman, Steve Madge -  C.Helm - ISBN: 0713639601
Avibase (Lepage Denis)
BirdLife International (BirdLife International) 
ARKive (Christopher Parsons)",,1.0,,,,,,1.0
120,283,White-breasted waterhen,Amaurornis phoenicurus,"Rails, crakes and coots",Gruiformes,Rallidae,black,white,,28.0,33.0,165.0,328.0,,"White-breasted Waterhen has dark slate-brown  upperparts. Face and underparts are white. Flanks, vent and undertail feathers  are rufous-chestnut. 
    Bill is yellowish-green. In breeding plumage, we can  see the red base on the upper mandible. Eyes are deep red. Legs and large feet  are yellowish. 
    Both sexes are similar.","White-breasted Waterhen feeds mainly on insects,  spiders, grain, fish, worms and snails, and some parts, shoots and roots, of  marsh plants.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
LES OISEAUX DE THAILANDE par  Roland Eve et Anne-Marie Guigue - Times Editions - ISBN: 9812042008
Avibase (Lepage Denis)

Wikipedia (Wikipedia, The Free Encyclopedia)",,,,,,,,1.0
121,287,Dusky moorhen,Gallinula tenebrosa,"Rails, crakes and coots",Gruiformes,Rallidae,grey-black,,,34.0,38.0,493.0,570.0,,"Dusky Moorhen is a medium-sized bird. 
Both adults have dark grey-black plumage, and  conspicuous white undertail. We can see a brownish tinge on upperparts, rather  on wings and rump. Tail is black above, with white outer feathers.  
Head is shiny black. Frontal shield and bill are  orange-red. Bill has yellow tip. Eyes are brown. Legs and feet are  orange-yellow, but they may sometimes have olive-green colour under knees. 
Both sexes are similar.","Dusky Moorhen feeds mainly on aquatic plants. It feeds  by dipping, and also by upending, as numerous ducks.
    It also consumes insects, small frogs, fish and worms.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
Avibase (Lepage Denis)  
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
SORA Searchable Ornithological Research  Archive (Blair  O. Wolf)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,289,Australian bustard,Ardeotis australis,Bustards,Otidiformes,Otididae,brown,,,80.0,120.0,5000.0,10000.0,,"Australian Bustard is a very large bird of Australian  open plains. It is also named “Bush Turkey” by Aboriginal people.
    Adult has dull brown upperparts, finely streaked with  buff. Upper wings coverts show mottled black and white bend. Short tail is  brown. 
    Breast and belly are whitish, with black breast band. 
    Neck and head are white. Neck is finely vermiculated.  On the head, we can see black forehead and crown, black eye line joining the  crown behind the eyes, and white eyebrow.  
    Whitish or pale brown bill is pointed. Eyes are very  pale, almost white. Legs and feet are yellowish to grey. Feet have three toes  forwards, but no back toe.  
    Both sexes are similar. Female is smaller and duller  than male, she has narrow brown crown and thinner breast band. 
    Chicks have streaked black and white down. 
    Juvenile is similar to adult, with less black. Young  male reaches sexual maturity at 5 to 6 years, and females at about 2 to 3 years  old.","Australian Bustard feeds on various kinds of food,  such as seeds, fruits, vegetation, invertebrates and small vertebrates, such as  grasshoppers, small reptiles and mice.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
BirdLife International (BirdLife International)",1.0,1.0,1.0,1.0,1.0,1.0,,1.0
123,290,Black-faced sheathbill,Chionis minor,Sheathbills,Charadriiformes,Chionididae,white,,,38.0,41.0,450.0,760.0,,"hionis minor
Charadriiformes Order – Chionidae Family
INTRODUCTION:
    The  Black-faced Sheathbill is the second member of the family Chionidae. It is  found in the sub Antarctic islands, living among penguins and giant petrels. It  is a terrestrial scavenger, often seen close to petrels around carcasses or  still living injured animals.  
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  38-41 cm
    Wingspan:  74-79 cm
    Weight:  450-760 g
The  adult has white plumage overall. It develops blunt, black carpal spurs, used  during aggressive encounters. 
    The  bill, bill sheath and facial pattern are black. The eyes are dark brown,  surrounded by pink eyering. Legs and feet vary according to the subspecies,  ranging from pink to dark purplish.
    Both  sexes are similar, with male slightly larger than female. 
    The  juvenile has smaller bill sheath and eyering. The immature has darker legs and  feet.",,"HANDBOOK  OF THE BIRDS OF THE WORLD Vol 3 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN : 8487334202
L’ENCYCLOPEDIE MONDIALE DES OISEAUX - Dr  Christopher M. Perrins -  BORDAS - ISBN: 2040185607
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
HBW Alive 
Department of Sustainability, Environment, Water, Population and  Communities 
Welcome to the UVic Seabird &  Murrelet Research Group",1.0,,,,,,,
124,296,Black-winged stilt,Himantopus himantopus,Avocets and stilts,Charadriiformes,Recurvirostridae,black,,,35.0,40.0,165.0,205.0,http://www.pbase.com/nicolebouglouan/blackwingedstilt&view=slideshow,,"The Black-winged Stilt feeds on aquatic insects,  worms, tadpoles, water bugs and beetles and fly larvae, molluscs and spiders. Occasionally,  it will consume seeds.","HANDBOOK OF THE BIRDS OF THE WORLD Volume 3 by Josep   del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN :   8487334202
THE HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE   WESTERN PALEARCTIC by Mark Beaman, Steve Madge - C.Helm - ISBN:   0713639601
SHOREBIRDS by Peter Hayman, John Marchant and   Tony Prater – Christopher Helm – 1986 – ISBN: 0747014035 
GUIDE DES LIMICOLES de D. Taylor - Delachaux et Niestlé - ISBN : 2603014080
ENCYCLOPEDIE DES OISEAUX DE FRANCE ET D’EUROPE – de   Peter Hayman et Rob Hume - Flammarion – ISBN : 2082009920 
Avibase (Lepage Denis) 
BirdLife   International (BirdLife   International) 
Birds in   backyards (Birds   Australia and Australian Museum) 
ARKive (Christopher Parsons)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,299,Pacific golden plover,Pluvialis fulva,Plovers and lapwings,Charadriiformes,Charadriidae,black,white,yellow,23.0,26.0,100.0,228.0,,"luvialis fulva
Charadriiformes Order –  Charadriidae Family
INTRODUCTION:
    The Pacific Golden Plover was  formerly regarded as the same species that the American Golden Plover until 1993. But these species have different  habits and do not interbreed in W Alaska where the two forms overlap. They do  not winter together. The American Golden Plover migrates to S America while the Pacific Golden Plover flies from  Alaska to Pacific islands and to Australia.  
    The species is not globally  threatened and is now protected, but despite good numbers, the population is  decreasing. 
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length: 23-26 cm
    Wingspan: 60-72 cm
    Weight: 100-228 g
The Pacific Golden Plover adult in  breeding plumage has crown, nape, back, upperwing and uppertail densely  spangled with gold, black and white. 
    On the underparts, the black  extends from face and throat down to belly and flanks. The black parts are  bordered with white, and there is a black speckling along the white borders by  underparts and undertail. 
    While the breeding plumage is  developing, the bird shows gradual variations of both colour and marking,  making them difficult to identify. During the moult, the black breast becomes  yellowish-buff with dark speckling, but these parts darken to black as the  breeding plumage is in progress.",,"HANDBOOK OF THE BIRDS OF THE WORLD  Vol 3 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN: 8487334202
SHOREBIRDS by Peter Hayman, John Marchant and Tony Prater – Christopher Helm  – 1986 – ISBN: 0747014035
GUIDE  DES LIMICOLES de  D. Taylor - Delachaux et Niestlé - ISBN : 2603014080
Avibase  (Denis Lepage) 
BirdLife  International 
HBW Alive 
Audubon 
All About Birds (Cornell Lab of Ornithology) 
Bird Web (Seattle Audubon Society) 
Birds in backyards (Birds Australia and Australian Museum) 
Department of Sustainability, Environment, Water, Population and  Communities 
New Zealand Birds  Online 
What Bird-The ultimate Bird Guide (Mitchell Waite) 
Wikipedia,  the free encyclopaedia 
PHYS.ORG  - Plovers tracked across the Pacific 
American  Museum of Natural History 
U.S.  Fish and Wildlife Service",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,300,American golden plover,Pluvialis dominicus,Plovers and lapwings,Charadriiformes,Charadriidae,black,,,24.0,28.0,120.0,190.0,http://www.xeno-canto.org/species/Pluvialis-dominica,"Very similar to the Pacific Golden Plover (Pluvialis  fuscus), it is slimmer, with yellower back. It also resembles Eurasian Golden  Plover (Pluvialis apricaria), but it is smaller although its legs are longer.","American Golden Plover feeds primarily on insects, but  it also takes worms, spiders, grass seeds, small molluscs and crustaceans.  Berries are important complement in spring and fall.  
   
PROTECTION / THREATS / STATUS:","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
THE HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE WESTERN PALEARCTIC by Mark Beaman, Steve Madge -  C.Helm - ISBN: 0713639601
SHOREBIRDS by Peter Hayman, John Marchant and Tony Prater – Christopher Helm – 1986 –  ISBN: 0747014035 
GUIDE DES LIMICOLES de D. Taylor - Delachaux et Niestlé - ISBN : 2603014080
Avibase (Lepage Denis)  
All About Birds (Cornell Lab of Ornithology) 
What Bird-The ultimate Bird Guide (Mitchell Waite)",1.0,1.0,1.0,,,1.0,1.0,1.0
127,301,Grey plover,Pluvialis squatarola,Plovers and lapwings,Charadriiformes,Charadriidae,black,white,,27.0,31.0,174.0,320.0,http://www.xeno-canto.org/species/Pluvialis-squatarola,":
    Grey Plover is also named Black-bellied Plover. 
    The black axillaries only visible in flight, allow  identifying this bird outside breeding season. Grey Plover is the largest of  these birds. It is greyer and chunkier than other plovers. Large head and  strong bill also add other differences. 
    It is the only one to have a rear toe on the legs.","Grey Plover usually feeds on insects, but also earth  worms, and occasionally seeds and stems. 
    During migration, it feeds on aquatic worms, molluscs  and other small invertebrates. 
    Young are fed as adults.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
SHOREBIRDS by Peter Hayman, John Marchant and Tony Prater – Christopher Helm – 1986 –  ISBN: 0747014035 
GUIDE DES LIMICOLES de D. Taylor - Delachaux et Niestlé - ISBN : 2603014080
Avibase (Lepage Denis)",1.0,1.0,1.0,,1.0,1.0,1.0,1.0
128,303,Little ringed plover,Charadrius dubius,Plovers and lapwings,Charadriiformes,Charadriidae,grey-brown,white,,14.0,17.0,26.0,53.0,,"OF THE  BIRD:
Biometrics: 
    Length: 14-17 cm
    Wingspan- 30-33 cm
    Weight: 26-53 g",,"HANDBOOK OF THE BIRDS OF THE  WORLD Vol 3 by Josep del Hoyo-Andrew  Elliott-Jordi Sargatal - Lynx Edicions - ISBN : 8487334202
SHOREBIRDS by Peter Hayman,  John Marchant and Tony Prater – Christopher Helm – 1986 – ISBN: 0747014035 
GUIDE DES LIMICOLES de D. Taylor - Delachaux  et Niestlé - ISBN : 2603014080
Avibase (Lepage Denis) 
BirdLife International (BirdLife International) 
Sungei Buloh Wetlands Reserve (Michael Mastaller) 
Birds of Britain - The Web Magazine for Birdwatchers 
What Bird-The ultimate Bird Guide (Mitchell Waite)",1.0,,1.0,,1.0,1.0,1.0,1.0
129,306,Double-banded plover,Charadrius bicinctus,Plovers and lapwings,Charadriiformes,Charadriidae,grey-brown,white,,18.0,21.0,47.0,76.0,,"Banded Dotterel
Charadrius bicinctus
Charadriiformes Order – Charadriidae Family
INTRODUCTION:
    The Double-banded  Plover is endemic to New Zealand where it is abundant and widespread on  seashores, in estuaries and riverbeds. It is known as Banded Dotterel in New  Zealand and the Maori’s name is Tutuwhatu. 
    The population  is currently declining, due to introduced mammalian predators which take both  eggs and chicks in the nest on the ground. 
DESCRIPTION OF THE BIRD: 
Biometrics:
    Length:  18-21 cm
    Wingspan:  37-42 cm
    Weight:  47-76 g – Race exilis: 78-89 g 
The adult  in breeding plumage has rich grey-brown upperparts but the rump has white sides  and the outer rectrices are whitish. The flight feathers are blackish.   
    The underparts  are white, but we can see a broad chestnut breast band and a narrower black  neck band. 
On the  grey-brown head, there is a narrow, black, frontal bar above the white  forehead. Chin, throat and lower cheeks are white. 
    The bill  is black. The eyes are dark brown. Legs and feet are pale grey-green to  yellowish-green.",,"HANDBOOK  OF THE BIRDS OF THE WORLD Vol 3 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN : 8487334202
KNOW  YOUR NEW ZEALAND BIRDS by Lynnette Moon - New Holland Publishers – ISBN: 1869660897
SHOREBIRDS by Peter Hayman, John Marchant and  Tony Prater – Christopher Helm – 1986 – ISBN: 0747014035 
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand bird status between 2008  and 2012 
Department of Conservation 
Te Ara – The Encyclopedia of New  Zealand  
New Zealand birds and birding (Narena Olliver)  
Welcome to Birding West Coast  
Wikipedia, the free encyclopaedia 
Birds in backyards (Birds Australia  and Australian Museum) 
HBW Alive",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,316,Masked lapwing,Vanellus miles,Plovers and lapwings,Charadriiformes,Charadriidae,brown,black,white,33.0,38.0,230.0,400.0,http://www.xeno-canto.org/species/Vanellus-miles,"Masked Lapwing is native to Australia.
    Both sexes are similar, but usually male has larger  spur.","Masked Lapwing feeds mainly on insects and larvae,  earthworms, crustaceans and other invertebrates. It also consumes leaves, seeds  and occasionally frogs.","HANDBOOK  OF THE BIRDS OF THE WORLD Volume 3 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN : 8487334202
Avibase (Lepage Denis) 
Welcome to  the Australian Museum
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
